TreeID	X	Y	SpecID
1777370	786.529	430.022	36
1751635	384.227	119.077	116
1772901	972.366	468.716	20
1768408	666.92	0.992653	26
1726488	946.322	455.789	73
1755974	922.28	477.826	27
1773808	529.906	432.194	12
1746001	671.967	284.431	20
1760855	357.807	349.546	8
1742409	425.023	102.831	5
1745593	247.832	495.946	26
1773197	26.7709	18.4374	6
1775362	978.85	408.721	180
1757590	370.11	374.37	35
1774058	8.7919	295.867	49
1746989	742.835	283.277	141
1763753	61.3221	379.302	124
1745432	382.878	278.356	56
1715085	794.364	494.488	1
1749235	932.693	69.1236	29
1746685	60.522	68.9664	4
1771872	471.201	106.273	98
1770243	993.749	50.1457	77
1776508	804.509	232.8	8
1763180	173.225	182.407	59
1760000	945.882	478.313	11
1761140	310.807	469.242	57
1722802	84.3148	181.689	69
1768728	839.378	369.866	14
1761100	788.544	246.544	68
1738495	799.27	453.736	17
1759915	729.538	254.715	37
1754047	195.827	325.991	29
1746266	116.666	89.6253	6
1768632	649.059	126.889	37
1767914	274.593	480.743	13
1711213	278.751	273.089	59
1769003	214.672	436.392	39
1740810	83.2537	250.115	105
1775291	290.446	395.286	46
1755632	576.281	305.846	0
1735834	866.411	15.1527	11
1753128	372.637	221.423	33
1743614	458.248	234.377	8
1772443	832.606	61.9949	64
1755250	690.101	423.29	11
1764328	761.941	404.636	5
1750235	65.639	24.5131	18
1740715	159.123	396.872	151
1774538	614.158	485.588	27
1776756	624.114	305.561	36
1755289	148.702	11.6414	85
1774295	738.766	186.973	5
1768575	231.247	409.275	36
1772656	480.444	268.58	5
1760442	57.0839	363.922	35
1732142	458.493	438.837	5
1766472	542.044	255.371	29
1773614	938.991	213.383	5
1773146	240.087	5.90186	37
1774419	11.3607	473.865	9
1775631	631.128	117.853	94
1748310	462.844	123.711	18
1757825	277.354	68.5361	5
1774812	141.485	37.2823	12
1765218	95.1684	209.419	5
1776022	690.033	96.8164	55
1763584	502.646	415.657	114
1765789	660.55	333.741	41
1775938	137.626	382.628	9
1774147	169.193	263.308	5
1751905	602.254	366.373	32
1748072	139.466	364.033	29
1737056	190.311	354.471	14
1776577	454.637	342.658	5
1753212	7.28258	468.873	45
1739104	641.26	313.715	45
1776697	522.614	89.6933	17
1750703	145.076	84.4538	12
1768780	573.675	326.773	12
1767761	466.025	456.334	10
1735707	484.738	408.532	16
1719217	633.476	256.199	35
1775232	683.062	499.737	56
1761076	53.5901	436.462	45
1732473	917.242	350.172	158
1766505	354.955	36.1435	43
1714478	475.832	373.409	85
1762278	851.444	187.134	5
1774802	213.587	418.244	2
1751536	220.1	311.419	45
1768005	577.228	262.431	24
1753477	983.516	64.0529	37
1757139	495.22	405.212	45
1756386	307.025	167.065	128
1770599	877.505	410.63	5
1766344	584.043	7.11104	5
1742982	208.823	148.835	6
1772160	417.238	281.282	31
1767493	907.826	458.421	18
1757231	325.054	249.459	17
1732549	569.855	402.719	17
1769636	26.0845	238.263	55
1752418	413.175	329.735	36
1772688	278.98	385.806	36
1761329	794.883	121.229	50
1769580	669.224	422.253	33
1772521	320.733	329.942	55
1755072	793.873	428.125	170
1770170	616.575	213.163	61
1773893	38.9439	443.247	11
1738200	199.316	90.1566	43
1665451	240.19	106.685	35
1773350	594.564	208.184	69
1719507	732.361	105.742	84
1755665	131.68	323.365	5
1739291	673.061	79.1045	75
1777160	355.697	326.08	29
1749873	149.232	474.369	5
1767098	550.475	86.402	17
1771700	902.321	446.927	5
1773825	722.491	136.981	17
1694318	168.874	287.921	35
1738287	135.455	167.031	71
1751622	529.096	442.249	5
1696513	598.638	173.187	13
1759737	821.703	484.028	69
1760883	650.241	357.015	12
1729639	637.531	26.624	120
1722672	88.4956	22.9357	27
1775423	343.676	42.0273	26
1764581	337.809	291.448	31
1725274	625.938	453.661	73
1757372	502.413	490.604	0
1773672	418.413	140.757	5
1767506	532.523	459.057	133
1777152	729.456	404.737	5
1757036	190.185	290.985	5
1771241	517.434	62.0504	1
1746337	177.013	393.43	18
1750691	725.477	498.865	15
1761942	248.967	74.9474	2
1771767	775.425	9.84425	74
1696027	39.0815	65.5627	18
1775585	907.469	487.196	11
1775040	752.752	82.8295	4
1719117	177.95	190.727	11
1746096	747.988	466.567	39
1769413	551.809	230.23	11
1748992	866.546	309.703	57
1764774	631.361	106.149	12
1754116	382.726	202.081	40
1768663	280.416	494.265	18
1729919	199.184	295.554	25
1760756	297.096	415.716	35
1761295	670.195	135.569	12
1774917	467.201	127.884	24
1776439	877.146	318.261	99
1702063	771.484	23.8103	31
1760825	857.58	410.638	5
1758710	310.925	459.33	39
1740796	174.152	36.3439	5
1745253	766.745	97.1872	6
1754146	88.5017	69.2837	18
1770134	992.063	129.761	35
1769602	741.843	148.027	41
1755649	110.628	340.208	65
1769214	84.777	421.965	18
1754865	742.132	13.1414	8
1769761	93.7858	377.6	68
1768767	933.477	141.682	87
1752144	357.95	223.531	35
1772434	188.369	479.848	5
1761132	869.198	249.344	18
1752683	242.577	353.031	5
1748547	431.809	20.1871	61
1733364	404.355	40.3053	61
1763585	512.607	72.4275	53
1765586	335.707	268.477	26
1763632	672.15	433.496	5
1777003	512.978	346.29	13
1740686	660.447	374.934	40
1769577	794.95	366.606	3
1761470	847.215	148.98	103
1772589	728.928	439.261	97
1734848	705.493	30.5063	13
1752495	8.77592	456.674	31
1758349	949.641	297.324	42
1761051	932.603	164.41	12
1753030	786.22	9.56216	1
1754596	93.0244	202.314	5
1734509	334.758	180.585	33
1725323	542.156	376.402	11
1774980	223.528	309.194	79
1770863	779.012	396.223	15
1741726	694.341	418.752	75
1758592	765.467	141.299	40
1763199	432.674	145.217	61
1753527	650.488	147.766	30
1763210	394.313	97.2964	18
1743196	806.529	455.041	5
1774894	8.87649	134.108	6
1761006	728.824	168.084	17
1699038	91.3734	213.607	17
1775780	253.206	428.767	11
1771757	444.719	218.977	18
1752065	339.007	416.722	1
1688022	861.676	307.02	72
1724574	971.079	395.19	45
1775971	128.057	81.8289	11
1704429	77.8874	65.5347	5
1775848	115.629	135.191	36
1750437	950.439	496.992	14
1739646	494.264	457.962	37
1749045	712.099	30.1124	39
1770271	74.6996	431.975	100
1742773	722.461	315.689	13
1764510	688.977	269.951	5
1774070	22.6868	413.243	17
1771084	956.653	274.909	13
1774985	80.449	53.2164	9
1756327	174.201	53.1476	55
1765135	385.815	257.034	18
1726842	274.745	199.348	70
1755614	378.122	469.83	9
1770314	671.612	419.718	18
1777222	913.027	170.731	31
1766120	530.214	330.058	1
1776334	607.101	51.9242	45
1767489	761.87	459.895	217
1774814	722.917	347.459	12
1774389	893.605	270.57	38
1761838	542.242	371.019	5
1769765	230.479	380.249	54
1738055	624.115	277.542	54
1736385	289.127	394.615	5
1744025	651.527	292.668	18
1705810	634.942	380.317	5
1772552	135.764	196.397	31
1776444	471.394	418.487	33
1756955	663.439	176.764	68
1777045	756.663	231.157	25
1761517	320.059	42.5658	131
1773822	582.719	446.206	88
1739758	225.651	261.84	5
1764509	423.624	99.9897	63
1736257	66.2662	252.074	105
1758071	924.305	251.819	33
1773125	437.844	428.603	0
1752483	675.626	29.3806	140
1762488	500.896	430.004	57
1729102	986.095	409.514	59
1755500	256.905	201.601	21
1766680	379.63	105.386	33
1753992	181.534	153.848	94
1733807	99.6501	278.518	5
1771539	556.986	384.18	73
1748834	199.528	339.138	85
1737551	468.231	76.7338	82
1775084	497.116	466.654	11
1761095	297.31	13.3384	12
1753121	374.376	23.8662	5
1776904	452.011	394.122	44
1754293	73.6855	180.608	4
1766823	311.011	421.082	65
1770934	674.376	24.9229	14
1774004	901.404	227.226	108
1776981	76.5879	448.989	15
1765184	511.43	490.114	26
1750677	433.096	324.83	40
1749970	438.555	259.072	14
1768953	773.1	347.31	25
1774412	543.432	60.3254	20
1741579	759.235	69.0877	55
1768911	482.607	348.744	35
1751119	43.6313	327.612	10
1732997	959.315	327.295	86
1743036	613.474	2.67383	27
1720405	117.022	101.917	27
1772522	378.69	386.735	12
1741525	296.991	262.795	212
1767692	767.321	31.4935	85
1766737	667.814	3.40053	27
1711371	486.691	129.623	5
1736957	280.086	296.608	12
1758175	634.264	368.948	100
1749485	188.312	48.1883	25
1727567	27.6	73.2153	65
1777205	176.965	405.087	21
1744898	643.577	178.581	59
1776224	574.32	271.172	45
1747519	597.959	448.968	14
1774162	203.216	457.547	37
1755107	670.035	116.337	5
1770942	112.396	309.944	94
1746490	633.469	428.695	4
