TreeID	X	Y	SpecID
759361	226.647	85.0677	69
738056	222.182	229.533	3
754410	615.018	150.687	9
753461	646.992	27.2386	5
755668	489.176	349.091	3
743807	536.3	206.424	12
748257	273.602	225.466	36
756069	207.506	446.416	17
690482	66.5602	201.228	18
753539	150.798	112.462	5
734668	344.467	498.886	94
759890	298.276	278.234	17
752226	404.332	400.941	18
754851	654.552	92.1903	138
752630	209.233	257.922	35
757561	116.061	486.17	9
743992	56.0638	279.076	18
738928	37.3757	216.672	5
740680	36.0425	251.806	25
699888	811.972	366.726	6
757429	945.622	11.6241	68
743569	371.663	128.91	11
714491	940.93	150.629	5
752280	850.876	44.4747	78
720045	716.92	188.511	11
736744	43.624	123.923	73
754544	589.809	16.5338	70
735151	226.839	86.1275	27
758738	132.656	386.422	12
759822	310.241	83.8362	4
757313	83.4063	308.342	5
758536	349.971	461.311	5
738488	671.851	322.768	21
758320	790.158	124.813	37
721107	52.3342	236.739	14
751295	59.5199	84.2519	59
755686	253.286	369.217	35
754472	75.4565	166.024	66
743243	48.7014	78.6855	49
743140	443.274	258.28	33
759856	994.723	202.823	45
745545	211.082	166.076	9
742729	12.379	230.548	68
747039	957.904	236.944	35
754535	738.602	265.748	18
701652	638.575	143.248	5
725067	902.364	78.9204	33
735386	637.848	333.153	31
746791	166.803	127.755	29
745238	493.331	219.841	1
743617	435.923	495.647	61
757707	104.533	145.164	35
742398	951.566	465.689	12
733235	736.197	413.397	17
756167	293.162	364.993	40
759396	650.328	298.86	14
741234	416.992	160.207	137
744023	827.412	348.419	9
711036	743.84	205.495	37
757445	894.305	439.347	31
746820	724.323	302.758	5
745195	593.907	276.306	14
752134	56.7929	58.5242	30
720959	260.254	297.36	29
718781	348.649	105.33	5
715408	259.834	76.9511	31
713630	943.714	108.512	11
735844	216.272	144.332	48
738252	948.008	10.9606	9
758036	937.915	21.4512	12
719176	913.396	106.806	22
744259	812.189	266.064	5
758363	950.851	248.456	12
758835	93.2292	336.833	0
755742	626.327	89.1978	14
724651	134.154	250.477	18
749050	306.889	70.6796	1
750278	0.240574	389.947	24
751281	390.858	38.3553	12
758833	417.095	436.559	10
758468	74.8092	273.492	5
715623	986.629	194.442	36
756177	712.784	334.449	25
757864	962.033	111.114	59
744670	352.062	459.044	32
748794	604.522	340.061	25
748740	47.3155	455.459	148
736610	528.419	98.0317	29
754009	593.921	207.827	12
749507	337.298	394.279	1
739084	435.201	175.782	11
745458	890.54	236.115	18
740228	900.998	121.197	0
685030	467.937	187.367	85
753577	879.56	457.705	61
755194	918.32	82.8104	27
745213	757.209	99.0947	138
757531	430.017	324.176	18
721156	744.012	496.445	12
717593	234.813	224.965	22
716274	499.053	256.387	50
744978	392.822	461.674	101
754738	469.062	348.416	8
750771	510.887	494.656	8
729711	37.8431	370.159	12
750839	87.6646	457.208	14
757108	8.59504	56.5069	6
733346	581.66	23.019	11
756932	239.445	271.12	35
729541	217.54	346.349	27
754030	863.612	338.268	46
727898	376.378	408.426	31
737289	733.49	64.9492	73
749148	372.085	279.399	78
754923	911.245	497.092	32
759580	364.741	200.353	36
660181	430.713	374.128	39
722865	48.116	478.973	13
749889	751.674	273.462	16
