TreeID	X	Y	SpecID
286698	663.839	337.487	35
296037	205.603	456.381	5
274169	659.49	380.075	17
280675	90.9463	432.649	27
272005	150.096	29.1095	0
294871	605.111	475.408	16
294722	245.219	4.65309	68
281215	161.959	248.986	0
297871	488.699	326.635	61
281028	774.627	443.45	27
283742	167.908	136.641	79
293729	476.426	151.717	40
284271	297.93	430.926	12
282005	213.849	453.124	5
278656	677.559	17.7655	20
261827	491.63	14.5703	9
252797	686.524	187.265	27
268194	666.03	36.1741	108
259495	500.845	226.645	9
280926	580.369	447.026	31
293962	835.301	66.7649	5
291299	152.077	333.248	18
297870	368.083	386.122	10
280982	359.557	56.4865	69
273724	916.077	186.842	14
239294	496.665	449.102	13
245437	483.375	289.441	36
257765	441.899	81.5138	21
241032	137.022	477.793	11
287174	925.432	59.2232	5
291590	613.924	427.659	10
288919	825.995	184.906	16
287407	977.752	495.115	12
291130	172.561	54.3232	55
296182	273.95	436.719	5
282428	977.774	291.353	14
294975	218.319	285.322	3
258896	698.432	429.854	14
294350	771.43	301.798	101
283845	623.402	232.582	5
284956	947.395	345.292	45
268368	846.985	278.038	5
260609	807.277	213.939	0
291880	557.695	276.502	21
297934	707.895	476.242	33
289015	188.082	67.9336	35
293692	736.964	315.1	17
283625	518.462	211.99	10
292261	972.709	285.187	0
285606	655.228	191.153	77
282712	30.9958	288.555	14
292687	706.545	150.96	17
293272	849.944	201.699	27
293258	275.552	260.726	55
283114	101.205	266.755	17
256836	415.88	124.901	55
269385	421.431	378.54	14
254175	518.04	93.3984	197
289622	692.436	129.271	9
260151	715.98	461.173	33
273007	12.9186	201.222	14
294493	234.145	352.784	35
256461	68.1594	449.381	5
294443	393.917	29.6692	16
284075	369.627	402.284	33
262801	397.262	36.4906	79
286432	661.026	5.96617	59
292250	60.0232	205.906	52
199145	27.0369	276.588	55
296393	656.687	3.15476	2
268453	745.451	218.613	14
289174	527.527	419.219	124
283934	229.396	371.712	5
294180	86.1342	255.263	66
295146	728.402	382.628	13
255572	430.494	459.038	37
289084	852.975	363.796	15
297178	709.874	180.296	21
278346	588.774	241.3	14
270095	777.265	175.356	69
293361	972.004	336.82	94
279985	23.2425	406.46	31
283694	363.321	410.81	17
277036	467.959	38.2361	59
253986	737.911	275.321	11
276090	652.736	49.9051	45
282616	129.174	249.821	8
290846	704.536	386.997	23
278821	293.924	297.136	38
283433	703.687	29.57	12
290621	141.427	107.94	97
289559	134.13	131.28	31
223798	957.522	21.0496	5
291371	586.659	226.422	15
295857	162.919	164.634	46
293528	346.43	95.5425	5
292092	445.496	95.1647	109
290268	556.085	407.728	14
270938	775.37	196.273	27
281935	473.491	33.066	5
278388	643.875	165.151	69
269220	800.775	319.801	18
284285	47.8872	328.898	5
290500	910.078	174.505	37
263423	484.655	475.409	5
254525	880.595	339.141	35
293531	192.674	119.311	55
283722	138.245	23.8796	10
275457	753.5	413.494	5
279294	31.0497	447.415	180
218673	168.889	159.561	35
282963	454.977	17.4472	21
294895	928.871	57.3736	36
294352	591.46	404.825	6
282248	907.369	49.6697	73
275438	325.238	200.874	12
296787	850.156	145.098	27
288286	128.576	18.0656	5
287464	991.312	50.5378	26
291801	367.038	249.601	6
263930	669.867	328.61	22
274577	763.091	372.957	73
295132	996.634	380.028	68
279061	968.258	378.471	40
289047	806.84	422.993	90
260429	888.977	102.521	43
262457	975.581	304.558	5
285583	147.403	254.159	21
225025	923.882	388.409	12
277642	119.102	404.252	15
290833	825.563	96.1407	21
250128	173.403	334.102	12
289317	207.165	198.109	31
232796	224.654	357.976	126
218824	404.73	498.92	61
287015	555.047	170.978	18
297119	430.13	418.094	11
261805	388.833	110.091	12
296898	799.043	252.633	103
280137	453.476	199.912	13
275601	591.403	59.3477	3
260094	991.389	6.82199	35
253341	377.254	80.3913	61
279417	59.3804	311.17	14
266806	768.542	131.368	5
292204	188.704	44.4562	85
278716	606.053	105.18	17
294233	432.052	286.961	6
295542	805.457	426.266	25
265878	505.375	166.978	39
294582	986.991	86.0812	61
224875	789.622	165.348	23
279631	814.291	143.108	14
271448	368.445	200.217	100
291631	309.244	364.32	31
273415	422.648	93.9145	4
289207	173.568	27.8792	5
286261	885.401	9.76815	8
285199	768.898	156.616	18
269210	734.251	447.548	42
279945	77.1956	286.576	8
267454	328.709	178.409	54
287931	878.663	46.1492	61
289285	976.644	360.243	18
297497	181.361	384.906	13
261105	153.78	207.466	61
263502	427.229	434.98	17
249461	452.407	19.6688	12
295366	294.156	361.765	50
281341	337.149	163.533	103
269256	608.437	135.1	12
294328	914.645	399.294	36
285774	203.161	235.068	185
296626	886.598	206.62	193
242164	1.55873	144.623	11
290524	167.824	320.008	29
296911	252.881	3.30478	13
211066	925.851	83.6758	22
238438	319.513	235.225	9
292744	303.999	56.5208	30
206740	795.849	111.273	10
294351	486.973	281.467	15
281919	598.872	149.591	54
293496	501.821	443.636	9
245989	400.724	170.206	12
232394	66.1354	92.4064	39
265453	149.943	445.822	15
282625	463.676	271.019	24
296067	977.996	103.65	26
256759	266.343	109.93	5
282358	472.15	362.774	10
292281	68.3763	114.754	35
261006	775.154	143.404	6
262934	99.198	420.487	1
275564	742.968	19.4263	14
261281	578.859	235.339	18
292270	892.487	439.972	61
286963	734.139	488.423	29
226180	249.341	187.366	12
295614	749.755	245.097	18
244920	964.262	134.452	0
290976	134.346	370.367	39
289935	456.851	21.5511	30
293053	82.8612	400.801	109
263802	618.257	271.241	17
297441	903.345	98.2075	11
286252	891.161	121.389	35
286451	91.8154	496.318	6
262416	41.6802	142.007	26
256710	136.73	417.669	109
201154	90.6306	416.766	12
280244	732.546	165.295	0
292081	754.901	237.709	2
292635	949.067	10.0561	18
282909	213.831	19.5214	65
287855	58.0422	153.937	59
289954	890.88	433.503	94
270370	326.162	275.328	101
283976	554.295	445.426	27
259441	150.502	382.177	20
