SpecID	MetaRelAbund	muDisp	sigmaDisp	trait	CNDD	LocalAbund	Kcon10	Kcon50
0	0.000935301	3.68888	0	0.0622022	1	0	0	0
1	0.00115123	3.68888	0	0.318241	1	0	0	0
2	0.000239144	3.68888	0	0.341339	1	0	0	0
3	0.000898587	3.68888	0	0.463522	1	0	0	0
4	0.000488577	3.68888	0	0.156366	1	0	0	0
5	0.00119046	3.68888	0	0.461023	1	0	0	0
6	0.00212905	3.68888	0	0.953962	1	0	0	0
7	0.00122846	3.68888	0	0.41985	1	0	0	0
8	0.000733528	3.68888	0	0.774785	1	0	0	0
9	0.000791031	3.68888	0	0.03463	1	0	0	0
10	0.000696556	3.68888	0	0.200133	1	0	0	0
11	0.000777455	3.68888	0	0.237967	1	0	0	0
12	0.00464771	3.68888	0	0.202742	1	0	0	0
13	0.000722454	3.68888	0	0.252999	1	0	0	0
14	0.00247439	3.68888	0	0.723386	1	0	0	0
15	0.00134439	3.68888	0	0.390215	1	0	0	0
16	0.000931269	3.68888	0	0.935672	1	0	0	0
17	0.00208397	3.68888	0	0.505402	1	0	0	0
18	0.0011444	3.68888	0	0.22124	1	0	0	0
19	0.000265944	3.68888	0	0.845832	1	0	0	0
20	0.000462928	3.68888	0	0.92158	1	0	0	0
21	0.000832596	3.68888	0	0.224417	1	0	0	0
22	0.00190474	3.68888	0	0.481627	1	0	0	0
23	0.000478261	3.68888	0	0.306842	1	0	0	0
24	0.00365207	3.68888	0	0.218582	1	0	0	0
25	0.00721244	3.68888	0	0.374643	1	0	0	0
26	0.000263317	3.68888	0	0.179096	1	0	0	0
27	0.00391628	3.68888	0	0.995493	1	0	0	0
28	0.000953494	3.68888	0	0.607148	1	0	0	0
29	0.00103139	3.68888	0	0.191283	1	0	0	0
30	0.00410798	3.68888	0	0.563636	1	0	0	0
31	0.0020957	3.68888	0	0.606639	1	0	0	0
32	0.00573812	3.68888	0	0.144597	1	0	0	0
33	0.0019446	3.68888	0	0.877839	1	0	0	0
34	0.000552454	3.68888	0	0.749075	1	0	0	0
35	0.00153368	3.68888	0	0.0330399	1	0	0	0
36	0.000716027	3.68888	0	0.393918	1	0	0	0
