TreeID	X	Y	SpecID
1145200	55.8929	350.071	105
1099871	154.698	206.165	57
1114089	209.369	380.534	59
1148778	194.323	52.6915	12
1142819	376.547	28.7768	5
1137909	846.584	213.276	59
1089591	523.442	185.564	5
1126143	804.476	382.42	1
1109006	949.073	59.4699	5
1107569	574.896	314.543	6
1139685	660.022	310.929	45
1144781	975.464	388.128	12
1137942	8.91577	159.722	17
1148540	166.902	404.739	5
1119636	61.0145	396.468	18
1151779	71.8524	300.654	21
1144136	413.971	357.259	105
1031217	992.209	315.361	25
1115213	682.055	300.663	36
1112523	839.725	47.5902	289
1130151	411.327	114.527	5
1105155	24.7892	320.59	12
1142387	130.039	287.992	39
1131740	903.41	393.339	149
1119923	435.902	167.288	31
1122774	31.2193	26.5018	68
1087677	288.078	378.643	20
1133198	803.778	61.7153	31
1125095	391.009	75.7768	13
1123079	65.309	297.694	59
1141325	758.041	398.426	88
1145479	788.885	210.571	14
1140642	123.531	303.633	18
1146183	565.859	291.546	14
1140476	264.014	300.478	12
1139909	297.258	466.755	12
1092935	557.944	341.706	50
1131370	140.241	326.194	43
1143433	877.073	238.542	21
1080158	212.16	229.111	6
1139149	597.686	284.885	120
1127882	234.523	231.018	0
1128001	388.511	358.194	12
1125172	870.325	95.2722	55
1141026	194.169	21.173	36
1118831	402.339	86.4466	5
1150336	796.733	182.553	36
1145917	389.573	216.511	31
1149294	955.968	266.39	0
1141417	867.413	1.03537	33
1130018	994.792	499.141	68
1149993	345.381	468.955	13
1151198	416.258	410.038	94
1142803	236.426	446.952	13
1146221	24.3795	296.846	107
1119153	593.68	92.7174	47
1127403	206.841	389.542	18
1110012	645.509	357.559	5
1139291	259.006	103.316	187
1145683	135.388	352.317	31
1141834	324.876	89.451	45
1123297	831.716	416.996	25
1109152	107.003	244.235	73
1126469	893.463	224.024	133
1134976	649.823	284.64	78
1134081	145.636	153.419	35
1131165	660.804	390.873	17
1146755	754.256	289.632	91
1124295	423.11	436.966	101
1145945	566.704	378.383	12
1132360	127.872	160.224	59
1146123	74.3704	87.0148	29
1141006	856.091	161.122	40
1126354	576.057	315.733	36
1135566	93.1374	135.105	36
1150453	853.806	118.185	65
1150526	137.359	76.9494	141
1136468	90.5214	225.9	36
1065687	254.208	191.538	33
1144726	298.498	151.805	55
1138337	650.08	255.192	4
1088609	511.576	237.192	4
1146618	814.555	325.081	1
1134255	394.397	237.77	54
1151046	217.688	291.587	164
1143135	468.125	269.282	8
1151379	985.371	240.076	59
1144792	191.069	283.734	91
1147647	37.7973	367.627	69
1144721	367.772	494.47	6
1132956	196.329	426.267	10
1146660	311.762	120.207	31
1149539	692.744	229.545	14
1149662	160.498	150.253	31
1150161	570.222	354.066	3
1136031	885.483	429.131	8
1147612	883.496	445.608	29
1094053	699.79	271.978	15
1146564	910.459	166.832	81
1134365	838.212	163.094	33
1151830	491.995	427.329	18
1143857	823.521	118.249	14
1136267	565.09	388.871	5
1113718	595.887	386.644	12
1147884	304.561	91.711	35
1139785	653.175	293.998	13
1151691	490.452	464.492	68
1117788	349.006	479.75	35
