TreeID	X	Y	SpecID
890215	474.924	323.084	10
893839	931.856	321.384	30
814375	506.616	130.16	13
876976	653.112	6.80245	154
897016	81.5018	234.584	33
884016	552.211	182.496	13
867360	921.263	221.103	16
891914	834.818	368.802	11
855332	710.217	351.455	5
880327	951.26	77.5104	2
883566	179.302	197.685	42
870000	115.148	140.005	18
892743	859.828	305.54	79
891659	521.667	126.812	5
895597	910.103	39.0883	55
874761	856.942	108.201	65
864923	495.665	66.0601	45
893480	157.562	33.0527	115
873719	65.3853	16.9126	5
895783	303.652	117.705	39
898087	38.3191	108.144	6
889661	296.873	227.537	5
888878	694.913	423.241	0
896895	285.903	437.225	94
895848	480.953	258.345	10
895338	612.867	356.285	73
868096	211.44	28.2626	18
891247	99.4417	326.395	5
888030	819.247	342.071	6
849979	631.634	431.201	53
892920	789.486	298.892	45
898502	504.776	105.601	2
885115	627.689	149.992	5
865976	754.964	36.7851	54
883997	429.475	104.017	12
850315	255.84	485.455	12
896565	403.688	104.007	5
873957	383.295	342.505	35
893689	426.32	286.079	4
897463	102.81	423.908	6
870776	712.758	116.007	5
877214	681.251	434.8	16
863348	605.22	355.793	25
893784	524.477	282.522	16
868557	943.157	356.946	18
888891	209.459	66.8073	14
882609	315.836	104.73	18
735386	637.848	333.153	31
897613	556.417	293.834	15
844827	783.57	381.903	5
894332	152.163	138.088	67
876584	655.892	470.255	5
883010	426.138	302.404	21
886829	5.55908	361.731	35
871324	285.057	98.8946	32
896738	527.376	87.9692	16
808503	560.055	483.435	13
840541	22.1543	258.008	40
892959	296.297	8.58874	21
883844	306.393	409.366	15
891665	16.1857	459.097	57
894822	373.558	41.828	10
844747	252.188	306.21	31
894302	712.753	144.073	2
897221	595.473	369.524	45
879641	611.529	421.988	5
857366	602.168	125.756	0
871463	726.727	441.735	22
878760	815.08	76.0805	103
878758	763.613	69.7103	29
894715	395.92	203.493	59
878269	465.086	482.922	8
875708	215.16	24.1702	5
850281	596.57	278.049	55
891071	972.341	182.863	9
881489	781.191	461.565	99
885947	266.054	401.071	109
874137	562.893	315.88	17
871185	641.69	438.619	1
872786	484.168	87.2473	36
878236	359.764	323.735	11
888045	857.412	216.253	1
848813	731.533	18.2631	45
855034	493.266	222.428	55
896987	803.523	76.5406	5
895122	407.75	58.2441	27
881737	49.9559	134.57	33
878027	904.431	427.765	63
875893	216.259	303.542	33
857394	954.71	89.0245	33
892903	509.168	487.196	12
881874	10.4143	372.522	32
881342	577.644	103.662	59
880287	872.159	38.1165	87
887697	434.044	141.028	31
892470	199.412	214.368	0
859755	721.017	181.311	17
790807	16.0131	455.135	17
875654	49.1993	255.765	35
875342	738.221	82.3177	100
894551	135.745	114.617	6
881918	138.669	436.111	29
895314	418.834	221.513	29
886888	606.81	371.093	61
857893	219.534	285.775	65
878156	294.785	71.8783	99
851680	164.642	431.092	39
864221	844.612	198.247	73
880242	517.72	260.461	5
890986	51.7004	58.7216	39
858922	639.467	464.21	150
871785	214.055	106.216	4
893275	452.751	42.5049	14
877263	536.244	430.413	31
898480	104.833	251.073	124
884944	158.445	183.417	26
892775	592.058	72.0526	36
886051	760.98	80.7188	75
883646	707.601	282.451	137
891262	120.327	232.807	35
877809	92.143	59.3181	18
883277	330.515	493.212	13
896464	740.072	128.867	61
867939	6.49946	427.416	29
897068	348.081	12.8386	13
893972	801.143	129.222	11
889982	613.701	252.349	6
890135	511.721	20.1797	12
895920	71.9297	455.889	9
893968	96.3747	458.504	5
833076	746.122	267.217	11
878954	231.035	208.031	4
896981	42.5861	244.284	89
850943	499.154	254.919	97
863486	665.85	314.687	59
898224	889.734	139.507	20
893203	291.057	195.718	128
882627	973.313	268.059	200
877248	193.733	2.94242	15
896162	127.28	125.069	2
895303	778.242	19.9198	25
848784	528.306	293.47	18
863978	300.416	262.584	143
863242	830.821	455.151	45
880641	359.406	83.2569	245
885475	520.691	234.199	14
894458	822.283	470.628	41
890801	141.173	393.901	18
888691	549.099	304.734	17
895290	945.245	488.895	45
880121	948.53	387.612	11
887335	358.782	53.7465	5
884269	349.162	456.363	1
891532	351.311	471.054	6
894312	610.958	27.4775	61
884061	785.136	316.453	150
889685	768.203	419.289	45
865436	557.563	126.818	45
868655	34.1076	203.205	5
848997	428.999	334.056	5
894252	908.922	420.266	10
864513	400.661	77.9247	34
885072	411.935	130.304	6
889691	196.901	324.559	37
893990	547.539	167.043	27
874335	508.517	28.345	12
889428	100.098	38.8507	33
884259	52.3282	255.905	12
765371	406.834	284.148	14
894338	644.507	266.776	14
882961	285.894	454.546	5
890551	732.393	439.657	5
888661	908.828	284.145	18
847790	618.892	499.217	4
895434	602.14	134.067	31
896818	995.25	296.33	29
888618	761.468	261.402	81
885294	841.215	381.979	40
896328	923.021	5.60794	13
897826	975.664	496.092	6
836445	396.468	329.734	31
877374	805.059	69.3139	198
847600	213.767	128.951	14
894434	266.344	40.1876	5
891345	414.122	236.629	32
866569	593.032	36.7667	5
885909	453.301	308.245	14
840951	915.929	302.515	37
846154	588.654	278.137	11
890482	723.982	92.5614	5
889527	773.478	363.69	0
872025	195.947	291.027	5
852481	845.587	169.284	138
792140	129.376	469.979	33
896516	415.868	275.256	13
892219	659.626	88.8951	30
874590	696.321	267.163	35
898381	269.219	105.993	5
