TreeID	X	Y	SpecID
1011539	556.816	327.041	31
1021167	56.4984	83.5247	5
1024274	940.809	226.472	73
1029016	811.078	470.332	59
1021760	607.527	64.9997	73
1030950	421.437	367.252	4
982674	24.8377	233.716	59
1030368	580.103	415.238	9
1027240	794.831	236.783	5
1031755	771.595	246.194	13
1027513	10.9923	320.876	37
1034040	95.7453	180.882	5
1019069	662.802	108.958	31
1022803	80.5629	384.429	53
959981	817.092	305.31	60
1026135	588.227	296.633	101
1032576	158.149	276.493	5
1031217	992.209	315.361	25
1035390	199.994	138.056	3
1010173	321.626	458.646	35
1016994	544.937	81.747	14
961511	590.765	486.585	5
1009317	185.503	314.695	22
1034246	4.53836	269.726	11
1014782	625.388	477.191	1
1028913	878.897	459.239	11
988872	893.185	392.065	255
997726	803.928	496.392	12
1024291	687.615	474.751	68
970127	342.643	426.084	0
1034396	206.213	347.85	6
1024683	816.732	454.747	18
1029045	749.623	308.401	5
1034196	813.518	71.7763	5
1029712	93.9629	163.344	14
1035035	309.32	146.527	8
1034047	706.849	403.975	5
1034064	108.582	310.825	101
1019952	645.021	336.418	66
1031806	110.265	444.08	13
1025382	203.222	408.28	0
1029367	590.74	249.026	100
1006435	357.421	433.574	5
1012405	967.096	237.352	87
1036358	894.12	124.856	18
1031165	317.336	251.776	16
1033983	685.781	87.3155	12
978526	764.811	416.746	5
1014140	740.131	276.732	12
1028008	595.814	461.31	17
989574	736.739	166.582	66
1035702	554.168	125.695	2
1014068	545.948	367.15	37
1023282	236.498	136.304	11
987146	609.315	199.004	79
1035047	496.511	160.12	12
1013062	372.944	321.442	18
1035469	470.64	354.099	12
1000082	880.613	445.449	11
1009895	798.871	108.122	5
965975	265.812	165.464	16
977237	72.8138	247.413	6
987020	252.807	56.2445	5
1025436	499.551	343.01	33
1017551	17.8237	349.235	4
1003908	148.357	416.683	6
1034717	749.962	158.668	45
1008733	729.412	98.2438	14
1019370	569.342	463.8	59
1022579	531.281	50.9223	11
1031878	68.9002	473.911	68
1033415	825.286	359.737	21
1034969	700.002	245.158	35
1010629	6.14263	111.736	59
1018229	818.564	315.439	69
1020216	865.923	250.92	22
1028702	712.068	487.407	17
1031930	256.242	469.209	5
1034903	409.664	485.257	59
1032596	177.024	307.291	5
1005619	619.701	7.52409	18
1034742	603.858	283.012	189
1035483	766.779	432.957	5
1025666	939.475	181.122	14
996416	973.211	249.484	34
1025769	719.976	365.378	18
1034270	254.271	228.07	79
1035952	866.688	358.092	6
1013760	878.198	86.5385	65
1012911	953.655	187.867	22
965532	210.612	225.532	128
1013977	917.533	41.175	5
1036722	885.581	3.7824	5
1035411	814.66	127.357	36
976279	45.845	183.31	5
1025166	227.253	296.069	31
999837	196.321	289.497	0
1021053	81.7674	118.47	27
1010350	315.9	406.346	112
1019989	47.3308	147.607	5
1024990	688.6	1.6249	5
1017062	34.9829	331.179	27
1010306	887.757	114.257	143
1001132	605.196	364.48	94
1030288	126.638	465.325	10
1010563	125.646	274.069	13
1008274	978.837	441.592	11
1026686	616.168	384.105	45
1003375	603.14	260.42	36
1017496	1.16445	131.431	5
1018830	32.8778	103.532	5
1028203	713.07	457.397	59
1021499	402.154	491.919	73
997001	880.605	239.073	40
1029453	293.313	90.7242	5
1035054	416.596	106.8	9
1013542	629.413	424.937	57
1007302	636.776	129.555	18
1022591	786.902	372.595	9
1017345	975.76	268.53	40
989265	361.098	413.811	59
1035465	345.142	47.6484	59
1031278	83.8939	463.27	5
1020565	540.189	356.648	59
1031221	21.9188	167.743	10
1018464	927.186	212.418	36
1019758	498.487	369.439	71
1035290	813.465	307.242	69
1033202	448.527	75.435	5
1000495	885.79	369.934	31
1007903	684.352	234.983	1
1018725	885.048	358.12	73
1004500	721.706	31.2216	5
1022893	21.1665	130.622	0
1033809	788.493	458.847	8
1022702	809.381	491.533	5
1036407	208.745	85.3234	5
1023834	410.99	69.6696	0
1032112	50.7001	488.976	25
1031394	28.3118	86.5361	11
1035949	175.955	86.1744	59
1012308	314.79	369.417	6
1022905	261.235	318.413	55
1021586	855.454	106.932	61
1022523	948.57	117.628	13
1020001	896.882	136.148	5
1030922	393.777	236.865	127
928479	352.859	45.7663	35
990328	893.596	314.259	1
1032923	547.146	87.2994	97
998561	312.457	117.978	54
1035561	988.975	286.25	31
1025197	613.58	46.6158	10
993825	995.264	490.77	45
1002136	81.9913	249.454	36
920983	685.726	222.297	10
1018704	148.317	23.1548	128
1000857	988.374	66.2004	35
983381	256.838	316.035	14
996382	859.798	248.685	5
1024005	972.039	197.402	32
1016238	941.712	366.376	17
1021212	168.912	265.541	11
1026836	662.525	107.158	43
1030373	614.44	263.385	5
1005909	535.843	394.444	59
1031151	772.279	28.0667	39
1004597	609.933	143.265	36
1029024	76.1682	304.164	37
1026850	110.58	392.324	33
1024652	918.875	74.9204	36
1021712	756.825	157.842	30
1030823	164.367	473.851	37
1035046	389.05	334.232	85
1030518	835.979	354.518	12
1009838	247.263	440.047	59
984368	116.452	207.969	10
1002194	784.52	340.729	124
1009451	367.15	156.141	59
1016257	243.168	498.433	73
1020896	591.586	166.82	112
1010959	593.069	282.692	12
1029094	985.889	413.986	8
1022450	740.746	229.608	22
1029908	8.12585	399.699	12
1012608	376.391	397.407	9
1008164	641.459	97.6232	5
1017382	275.375	421.514	37
1014128	538.439	415.686	5
1024671	882.729	214.108	5
1036133	420.691	399.722	35
1019140	147.933	217.752	13
1016989	23.0427	64.9314	55
1021362	321.194	140.15	29
984167	294.693	145.749	13
980528	997.323	345.533	12
1031769	870.561	394.173	79
1023595	784.224	321.543	59
988106	924.233	182.21	40
1008228	40.0298	35.204	26
1031361	957.417	282.192	18
1016340	857.651	490.099	9
1035572	297.802	108.706	35
1029038	158.373	308.272	12
1036794	814.29	186.745	37
1022483	292.228	145.98	8
1036689	202.777	44.049	14
966735	15.6008	29.3033	15
1003328	610.487	24.1265	21
1035375	603.645	1.91872	14
1020141	112.255	217.518	18
979131	774.844	408.115	42
1026447	741.223	197.909	35
1035609	34.1336	489.74	5
987133	174.154	34.1972	5
1030072	170.721	174.545	9
1026756	421.362	468.767	14
1022081	913.053	425.648	14
1035915	2.31225	164.732	4
1033122	605.831	244.247	5
1030948	997.491	245.116	11
1031176	629.906	400.712	59
1012370	481.782	112.625	68
1019573	328.813	433.933	59
1002410	431.063	369.398	14
991629	444.466	380.601	2
1011391	20.4586	70.8643	100
988751	948.349	477.425	61
1029110	451.787	445.369	66
1012360	261.903	226.805	5
1011112	497.31	444.503	71
1033622	674.002	288.305	0
1011264	998.824	65.9048	11
1021023	17.7303	240.063	5
1026944	674.16	392.026	18
1030628	36.9209	125.688	14
1025052	992.198	247.78	65
998093	847.184	72.0694	128
1008524	494.858	86.7628	16
995278	849.84	140.073	9
981012	665.678	313.508	73
1031235	361.866	455.905	29
1022677	874.21	12.4222	162
1031334	719.023	274.816	35
1035097	737.844	321.169	99
1016633	872.373	263.531	35
1023482	304.585	236.649	5
1035772	316.538	195.312	11
1027428	234.007	378.225	69
1025365	444.043	177.984	59
1019537	458.578	440.209	5
1028760	526.049	1.09827	59
1035134	354.897	106.396	102
964071	245.748	25.4617	39
1022727	401.967	273.535	40
1035018	235.814	49.2191	55
1036477	869.782	68.5085	18
1031117	444.426	186.266	5
1026463	218.573	288.382	73
1032079	357.351	369.673	5
1021477	885.763	228.778	31
1031524	152.447	30.2094	63
1031183	804.573	315.697	6
992863	2.52608	367.514	54
1020279	820.363	433.895	10
976919	281.567	368.117	45
1015598	818.67	436.25	3
1026230	711.875	425.009	59
942033	826.198	357.672	5
1008773	678.727	219.696	105
1000427	862.927	168.502	10
1030291	692.64	167.355	70
1032375	428.434	61.0721	36
