TreeID	X	Y	SpecID
862316	409.4	157.229	6
873469	444.941	410.661	45
814375	506.616	130.16	13
873460	799.685	127.085	15
862307	699.363	459.905	6
870003	753.714	401.029	6
867360	921.263	221.103	16
871910	710.842	8.76586	67
855332	710.217	351.455	5
870376	58.3475	371.16	55
851233	633.166	297.472	37
870000	115.148	140.005	18
872234	940.643	413.842	106
870006	640.668	282.797	37
854282	641.483	469.178	35
874761	856.942	108.201	65
864923	495.665	66.0601	45
868802	183.04	147.241	4
873719	65.3853	16.9126	5
860335	539.141	120.815	15
871231	471.934	274.011	15
865654	330.663	305.5	30
872453	192.872	180.25	96
868569	433.575	456.765	69
862975	88.6561	68.9928	45
825521	852.782	84.3624	61
868096	211.44	28.2626	18
842486	114.176	435.628	86
875428	108.36	351.649	13
849979	631.634	431.201	53
849238	679.79	473.901	31
866313	614.409	214.21	13
860790	615.604	127.242	5
865976	754.964	36.7851	54
824289	453.556	480.271	27
850315	255.84	485.455	12
828188	423.419	191.194	59
873957	383.295	342.505	35
836118	69.2816	286.245	35
863470	605.635	298.044	6
870776	712.758	116.007	5
859924	938.785	256.32	5
863348	605.22	355.793	25
871086	182.699	413.124	5
868557	943.157	356.946	18
874841	816.11	296.147	5
870607	205.525	32.5626	59
735386	637.848	333.153	31
858255	556.03	469.764	59
844827	783.57	381.903	5
869029	713.001	156.352	35
857216	362.201	359.076	25
845855	104.976	441.331	133
875192	186.232	209.248	93
871324	285.057	98.8946	32
868282	68.2299	152.155	5
808503	560.055	483.435	13
840541	22.1543	258.008	40
870041	784.96	154.996	43
859781	122.647	424.644	12
857208	556.192	112.282	5
849579	304.969	362.564	170
844747	252.188	306.21	31
860691	192.589	388.425	0
865108	98.5211	362.665	18
872928	266.956	229.571	243
857366	602.168	125.756	0
871463	726.727	441.735	22
862870	312.58	386.737	18
840614	682.002	402.083	2
858196	996.44	446.85	158
866910	312.546	389.88	12
875708	215.16	24.1702	5
850281	596.57	278.049	55
845098	653.693	485.52	257
862141	37.3296	222.502	59
872937	151.057	284.887	99
874137	562.893	315.88	17
871185	641.69	438.619	1
872786	484.168	87.2473	36
860130	893.664	262.426	5
854292	208.142	260.369	59
848813	731.533	18.2631	45
855034	493.266	222.428	55
871730	367.883	457.366	31
873107	14.7801	162.565	40
862278	172.595	428.911	79
875322	609.249	290.798	7
869811	748.33	274.679	5
857394	954.71	89.0245	33
869424	521.196	33.7657	11
868203	204.285	299.349	65
861465	159.441	57.2838	37
841103	365.101	472.016	79
854985	514.069	102.268	12
865324	340.83	451.362	36
859755	721.017	181.311	17
790807	16.0131	455.135	17
875654	49.1993	255.765	35
875342	738.221	82.3177	100
856131	250.627	492.858	27
873422	17.3752	10.6432	14
866986	549.541	131.106	17
875670	817.249	241.324	12
857893	219.534	285.775	65
845674	672.936	207.195	5
851680	164.642	431.092	39
864221	844.612	198.247	73
854193	171.894	134.519	5
851577	83.1935	341.562	45
858922	639.467	464.21	150
871785	214.055	106.216	4
809620	468.9	178.01	25
836761	129.147	41.41	68
859248	304.579	272.391	78
874734	32.944	445.303	109
866935	476.72	301.559	10
796788	360.022	275.7	39
866338	687.405	399.352	13
869454	649.622	122.495	161
871903	668.527	122.464	5
816440	653.915	385.023	5
840683	806.468	251.374	57
867939	6.49946	427.416	29
865598	107.231	212.675	29
792905	549.79	241.834	45
862407	653.136	278.774	35
874922	245.589	499.48	43
873867	162.466	227.112	27
874449	74.0678	385.934	54
833076	746.122	267.217	11
867782	256.826	73.72	0
859958	750.816	322.33	11
850943	499.154	254.919	97
