TreeID	X	Y	SpecID
363147	952.236	171.509	6
347286	165.22	199.814	14
345777	835.693	498.472	2
367151	521.472	448.441	6
272005	150.096	29.1095	0
355225	208.433	104.289	5
318287	447.98	326.847	36
338013	79.119	436.321	42
352289	737.675	313.651	15
323171	241.91	492.324	36
352329	630.448	159.524	13
334847	53.641	115.57	73
339019	208.511	104.409	5
340445	190.515	6.62128	24
350070	805.326	456.599	35
327643	793.92	109.073	5
344761	398.115	49.9323	47
362984	985.022	101.681	161
343282	519.881	327.484	9
366706	768.33	204.518	18
351858	895.795	163.812	5
365017	951.106	90.7484	0
326728	318.948	112.681	18
365408	862.953	25.0247	84
335371	111.265	223.558	8
363881	261.247	276.306	10
355455	623.463	56.4799	45
355739	866.371	435.75	37
346941	161.946	53.071	13
366339	770.575	479.136	97
356733	476.255	295.673	40
348554	708.744	464.647	5
342385	992.768	464.735	59
363124	418.796	377.01	5
334342	659.913	461.369	5
366694	576.468	471.063	5
362751	85.4775	13.2047	29
357159	817.311	326.645	133
357302	104.035	31.5505	68
367465	25.3756	299.323	13
351075	569.033	91.8727	12
366721	117.334	154.609	4
365735	235.658	424.926	5
314179	793.451	181.145	35
353785	871.313	469.081	16
289015	188.082	67.9336	35
340201	387.216	138.487	50
348226	181.237	232.865	55
360426	56.4699	379.082	36
301226	87.2794	106.071	1
357200	392.159	209.203	5
328557	110.773	160.221	29
322401	77.48	24.6135	81
352056	553.716	414.655	4
362645	269.011	24.3692	12
344935	310.701	11.8094	91
359144	683.26	467.239	5
329644	479.549	477.854	9
361193	365.091	460.711	35
359759	941.145	476.723	31
359753	719.093	196.509	10
294493	234.145	352.784	35
356966	250.139	260.182	97
358784	149.073	274.831	31
322122	320.522	85.4366	31
360962	89.0116	112.908	36
361254	751.014	51.6145	26
329379	702.431	164.851	5
324174	237.816	186.534	4
296393	656.687	3.15476	2
343044	956.057	214.423	14
351841	481.519	351.92	18
365676	4.17208	357.134	8
353230	976.164	29.2242	69
325731	287.587	25.615	35
346131	420.3	488.988	6
354977	690.036	100.227	5
339435	441.475	422.672	31
347799	838.685	310.922	15
357047	13.4287	122.712	55
366061	950.829	15.9857	4
307331	631.148	11.6552	22
354439	885.819	201.751	11
317349	373.218	189.96	35
341434	424.29	239.969	45
365826	169.933	480.638	59
342572	734.868	487.357	18
332217	938.87	141.483	5
365315	979.693	384.559	175
347494	557.779	399.27	5
355677	388.442	300.422	10
362279	957.752	461.349	30
307996	857.925	121.158	14
