TreeID	X	Y	SpecID
914962	598.661	255.305	35
912174	317.814	38.8788	16
814375	506.616	130.16	13
921111	862.38	404.067	21
904744	338.492	331.044	35
920192	823.428	432.328	8
913520	362.512	182.14	18
918459	305.245	11.9498	5
855332	710.217	351.455	5
880327	951.26	77.5104	2
915991	418.141	375.799	11
870000	115.148	140.005	18
899112	354.36	226.644	55
918078	661.345	266.615	4
918863	228.973	414.132	30
874761	856.942	108.201	65
919300	693.438	410.162	18
915075	110.905	367.595	36
914445	777.045	259.121	11
907507	997.548	432.038	38
898087	38.3191	108.144	6
889661	296.873	227.537	5
909234	53.0723	393.355	6
896895	285.903	437.225	94
914938	438.211	62.3882	59
895338	612.867	356.285	73
907827	500.214	294.589	5
909862	66.2161	114.225	5
908838	311.845	452.221	17
918893	4.02812	78.5787	66
920246	737.005	129.656	22
909148	378.796	179.273	31
885115	627.689	149.992	5
865976	754.964	36.7851	54
907052	418.685	25.6157	114
913366	712.802	87.969	14
896565	403.688	104.007	5
903375	172.141	382.286	31
893689	426.32	286.079	4
920813	707.457	267.211	27
870776	712.758	116.007	5
921667	178.999	132.934	31
863348	605.22	355.793	25
919863	531.972	182.103	17
912738	365.852	54.8159	29
917989	698.602	467.818	97
910372	59.5244	198.459	13
916738	336.062	366.247	11
919479	888.458	448.986	5
910492	713.063	364.329	12
894332	152.163	138.088	67
876584	655.892	470.255	5
921404	49.3408	372.763	35
886829	5.55908	361.731	35
912089	553.656	163.177	8
896738	527.376	87.9692	16
921335	948.245	496.781	9
916334	252.433	451.419	11
892959	296.297	8.58874	21
883844	306.393	409.366	15
908281	27.5244	78.2404	17
912480	243.31	440.419	69
905477	808.562	283.944	17
909277	228.489	99.4382	23
897221	595.473	369.524	45
913765	912.837	107.461	45
921858	715.451	461.787	36
917154	823.196	392.354	30
921441	593.525	97.672	17
914189	332.617	388.337	20
894715	395.92	203.493	59
878269	465.086	482.922	8
875708	215.16	24.1702	5
850281	596.57	278.049	55
913425	765.216	294.073	14
881489	781.191	461.565	99
901832	89.8484	250.986	33
874137	562.893	315.88	17
916033	300.762	119.54	55
872786	484.168	87.2473	36
920553	524.855	173.2	35
921112	352.938	301.704	5
909694	395.522	280.327	15
916700	242.198	12.9609	36
896987	803.523	76.5406	5
908859	491.365	494.519	5
881737	49.9559	134.57	33
878027	904.431	427.765	63
875893	216.259	303.542	33
921157	423.799	485.797	10
892903	509.168	487.196	12
910558	221.466	9.98849	33
909666	577.868	163.191	11
917441	408.078	225.025	21
887697	434.044	141.028	31
912285	948.844	458.088	5
908008	290.677	105.677	32
790807	16.0131	455.135	17
875654	49.1993	255.765	35
875342	738.221	82.3177	100
902605	932.561	387.679	27
907497	88.5771	191.597	35
895314	418.834	221.513	29
915722	444.757	153.972	45
899647	40.7738	499.282	61
915644	252.891	72.934	6
851680	164.642	431.092	39
864221	844.612	198.247	73
912805	571.839	309.988	14
912995	567.177	184.98	21
911348	769.593	130.873	94
921228	798.294	296.081	41
915349	462.595	297.803	42
877263	536.244	430.413	31
910501	81.8688	115.466	11
919067	933.445	267.147	70
918446	60.5379	453.077	11
886051	760.98	80.7188	75
883646	707.601	282.451	137
909798	688.479	190.207	0
920530	224.778	82.7397	12
901744	624.046	372.209	29
896464	740.072	128.867	61
899003	304.943	161.008	1
911177	963.541	248.047	42
906360	217.902	137.29	21
900422	671.239	464.042	42
890135	511.721	20.1797	12
913304	811.581	413.843	0
913426	393.606	265.709	37
833076	746.122	267.217	11
899765	235.045	490.708	68
899711	795.807	291.119	26
918367	914.193	102.892	18
863486	665.85	314.687	59
898224	889.734	139.507	20
893203	291.057	195.718	128
882627	973.313	268.059	200
877248	193.733	2.94242	15
920473	569.55	276.467	18
920669	250.536	498.653	5
916942	475.326	342.861	11
912696	867.445	94.0558	36
919414	441.105	280.138	109
880641	359.406	83.2569	245
915973	36.4564	370.56	68
917493	362.737	467.115	77
890801	141.173	393.901	18
915591	819.931	370.213	5
895290	945.245	488.895	45
912937	840.504	275.594	31
887335	358.782	53.7465	5
884269	349.162	456.363	1
899255	642.668	414.617	13
912759	649.32	55.2883	22
920983	685.726	222.297	10
914477	9.80704	352.443	4
906112	656.719	399.915	0
919671	237.964	371.046	135
848997	428.999	334.056	5
894252	908.922	420.266	10
914720	241.749	147.685	0
919318	653.56	19.9471	59
889691	196.901	324.559	37
909302	120.803	392.228	17
910936	614.829	70.7751	11
900102	70.2005	59.1689	5
900473	500.821	462.148	20
910892	995.09	259.822	10
894338	644.507	266.776	14
910439	639.763	421.922	141
890551	732.393	439.657	5
901793	665.982	389.463	5
914147	625.827	321.911	5
895434	602.14	134.067	31
896818	995.25	296.33	29
918152	79.7391	356.311	5
904623	290.577	297.382	0
920493	63.8631	434.987	90
897826	975.664	496.092	6
836445	396.468	329.734	31
909738	320.38	499.297	35
916112	311.144	3.1907	13
911368	702.039	294.163	31
891345	414.122	236.629	32
866569	593.032	36.7667	5
885909	453.301	308.245	14
900852	645.364	335.201	5
919649	141.72	415.719	17
890482	723.982	92.5614	5
915599	978.423	6.84506	59
921152	972.878	470.945	12
852481	845.587	169.284	138
920949	332.064	186.656	39
896516	415.868	275.256	13
892219	659.626	88.8951	30
916705	62.1258	53.5379	8
920720	588.932	377.197	12
917427	411.986	176.396	4
892763	721.571	252.829	63
896976	691.44	415.082	79
905149	897.563	222.561	14
875299	394.303	88.7899	13
916487	782.549	492.499	5
908311	586.054	354.728	16
914736	197.863	477.485	30
862810	195.418	424.554	5
901589	448.445	59.2177	8
907814	820.823	425.571	11
907513	49.0925	21.5516	5
921485	589.228	436.08	35
859480	457.538	499.695	18
917604	524.635	399.502	16
892953	435.321	170.896	45
891972	666.962	386.223	0
915069	175.182	338.47	0
879043	400.714	120.203	73
898712	131.743	429.894	5
913883	427.313	129.366	5
905172	418.289	383.376	12
917190	63.6249	232.991	6
918349	143.98	376.05	151
898238	144.244	130.546	32
887567	5.56704	88.8531	5
869182	990.174	457.529	45
907907	283.234	181.918	5
921267	20.1944	363.37	14
919539	570.722	133.679	128
877150	281.705	349.387	49
870705	117.842	265.772	31
888669	483.793	182.602	5
907488	382.21	366.025	109
893470	40.4515	63.9284	12
889390	256.559	240.456	53
857679	133.525	477.165	11
864484	638.573	11.7123	59
918877	634.215	29.6338	36
886249	154.719	11.4071	29
920868	279.676	45.1256	5
920053	429.217	199.052	39
891288	428.11	205.758	15
918248	396.032	387.58	85
917000	537.944	139.587	6
816471	960.456	472.86	31
867113	581.396	4.8892	120
892786	803.012	141.007	46
921635	865.001	489.382	5
920571	116.868	454.04	105
920581	293.494	89.7451	31
915597	479.141	160.991	0
851328	350.874	495.679	36
854142	476.674	460.612	149
893407	216.457	45.7573	35
913970	60.0254	13.6797	0
919630	22.5236	313.238	35
903136	753.264	234.642	29
913806	884.295	415.447	37
890594	0.925155	143.973	18
898572	117.038	110.106	59
918677	123.674	405.231	205
892991	650.645	278.832	133
862117	747.643	456.226	72
899915	444.258	87.6321	5
913357	477.103	461.538	36
889650	981.42	344.938	31
894881	778.543	126.022	77
827975	169.887	111.29	54
917781	228.873	255.883	36
896867	780.878	23.6216	79
918055	186.9	468.296	5
901529	954.203	378.233	18
917727	114.131	427.492	65
908454	468.291	356.769	55
915201	814.919	42.7246	17
910765	864.758	317.386	12
866778	619.441	332.789	63
904017	244.38	148.365	29
883482	893.009	431.321	12
893852	744.707	334.524	8
910640	724.487	441.078	18
907825	815.759	341.964	29
915800	541.884	204.17	10
906730	394.169	6.08597	8
889557	704.427	345.486	137
913832	246.692	368.97	31
885277	989.265	186.142	36
917113	144.575	49.647	36
901149	727.495	152.737	2
897032	69.38	62.8023	159
913792	500.125	394.636	105
893673	834.792	99.0405	85
920763	520.733	307.237	13
893225	642.669	75.2061	161
910858	741.479	156.475	10
916109	24.153	366.877	13
914130	880.628	205.524	12
860996	451.638	336.833	36
913857	943.584	51.6232	1
876937	740.214	364.314	12
908374	878.308	368.491	9
919511	155.058	136.764	13
916281	338.98	208.48	9
902323	414.99	35.5573	3
915861	238.08	223.814	12
833548	729.644	207.309	16
