SpecID	MetaRelAbund	muDisp	sigmaDisp	trait	CNDD	LocalAbund	Kcon10	Kcon50
0	0.00586725	2.83908	0	0.218871	1	94	687.071	10505
1	0.038397	2.83908	0	0.132242	1	865	338.635	7995.86
2	0.020349	2.83908	0	0.812282	1	418	357.066	9300.57
3	0.00689425	2.83908	0	0.132931	1	160	515.343	9844.86
4	0.0176577	2.83908	0	0.795268	1	364	433.102	9430.46
5	0.0025145	2.83908	0	0.827035	1	43	0	0
6	0.0074065	2.83908	0	0.526363	1	155	420.396	11242
7	0.0195473	2.83908	0	0.552618	1	409	372.974	8384.66
8	0.0135245	2.83908	0	0.428692	1	281	356.511	8395.36
9	0.00777325	2.83908	0	0.370698	1	178	352.009	7793.73
10	0.0113237	2.83908	0	0.645808	1	223	505.289	9497.28
11	0.0277982	2.83908	0	0.856511	1	550	327.429	8147.2
12	0.0001415	2.83908	0	0.97806	1	10	0	0
13	0.00243475	2.83908	0	0.667518	1	51	2355.46	25745.2
14	0.0366745	2.83908	0	0.261417	1	773	336.193	7910.18
15	0.0230962	2.83908	0	0.652307	1	458	412.689	8001.24
16	0.0331727	2.83908	0	0.372662	1	640	319.307	8102.14
17	0.0041255	2.83908	0	0.968769	1	88	789.16	10919.2
18	0.00354025	2.83908	0	0.236951	1	73	761.843	14798.5
19	0.00520075	2.83908	0	0.729145	1	101	792.079	13751.3
20	0.0357978	2.83908	0	0.582378	1	731	327.447	8001.12
21	0.0170663	2.83908	0	0.644908	1	337	418.044	8726.11
22	0.0352433	2.83908	0	0.105574	1	683	346.117	7801.17
23	0.0291085	2.83908	0	0.98364	1	588	325.847	8352.8
24	0.0231363	2.83908	0	0.881468	1	476	324.619	8810.53
25	0.0206562	2.83908	0	0.0320516	1	400	328.011	8408.31
26	0.0016315	2.83908	0	0.365771	1	35	0	0
27	0.0639777	2.83908	0	0.854347	1	1344	316.892	7885.33
28	0.00399125	2.83908	0	0.341602	1	70	419.186	16027.2
29	0.00219275	2.83908	0	0.583367	1	42	0	0
30	0.00779725	2.83908	0	0.909784	1	177	419.261	11159.8
31	0.000215	2.83908	0	0.128805	1	4	0	0
32	0.001069	2.83908	0	0.455339	1	23	0	0
33	0.001365	2.83908	0	0.931031	1	27	0	0
34	0.0152148	2.83908	0	0.422463	1	309	305.218	8187.99
35	0.012522	2.83908	0	0.778526	1	311	437.108	9456.27
36	0.073696	2.83908	0	0.605401	1	1503	312.905	7796.89
37	0.00340725	2.83908	0	0.999212	1	87	534.616	13037.2
38	0.0159845	2.83908	0	0.866364	1	288	632.889	8304.38
39	0.0004815	2.83908	0	0.555037	1	13	0	0
40	0.0138278	2.83908	0	0.784358	1	307	362.496	9850.86
41	0.010853	2.83908	0	0.343111	1	249	406.491	9682.07
42	0.0072825	2.83908	0	0.365592	1	141	355.593	9497.46
43	0.00747475	2.83908	0	0.250662	1	171	622.434	12941.1
44	0.004044	2.83908	0	0.380662	1	99	311.555	12153
45	0.0259892	2.83908	0	0.507884	1	549	314.003	8197
46	0.00470475	2.83908	0	0.207627	1	96	110.296	10986.5
47	0.00177575	2.83908	0	0.995719	1	30	0	0
48	0.0092955	2.83908	0	0.757701	1	242	377.768	10336.4
49	0.00033775	2.83908	0	0.393773	1	1	0	0
50	0.0183602	2.83908	0	0.750888	1	445	387.02	8340.31
51	0.00834725	2.83908	0	0.227531	1	153	562.223	11538.3
52	0.004198	2.83908	0	0.463219	1	103	192.121	13078
53	0.0013755	2.83908	0	0.760725	1	38	0	0
54	0.0063035	2.83908	0	0.459431	1	134	561.182	11386.4
55	0.001027	2.83908	0	0.1935	1	24	0	0
56	0.00916625	2.83908	0	0.444829	1	174	333.157	10852.3
57	0.00497625	2.83908	0	0.455764	1	129	606.75	10772.3
58	0.00097825	2.83908	0	0.375147	1	16	0	0
59	0.00015975	2.83908	0	0.428414	1	10	0	0
60	0.0023115	2.83908	0	0.0433097	1	45	0	0
61	0.00025475	2.83908	0	0.632712	1	6	0	0
62	0.0057955	2.83908	0	0.0659117	1	132	115.66	10562.6
63	0.0004095	2.83908	0	0.711665	1	15	0	0
64	0.00743725	2.83908	0	0.976175	1	152	438.689	10644
65	0.0011585	2.83908	0	0.743946	1	19	0	0
66	0.00196775	2.83908	0	0.215585	1	37	0	0
67	0.000938	2.83908	0	0.535242	1	12	0	0
68	0.002292	2.83908	0	0.185171	1	48	0	0
69	0.001222	2.83908	0	0.712888	1	26	0	0
70	0.002027	2.83908	0	0.0843933	1	36	0	0
71	0.00011475	2.83908	0	0.937912	1	1	0	0
