SpecID	MetaRelAbund	muDisp	sigmaDisp	trait	CNDD	LocalAbund	Kcon10	Kcon50
0	0.0120403	2.83908	0	0.00304934	1	278	405.919	10038.2
1	0.022411	2.83908	0	0.391148	1	425	425.251	8489.24
2	0.0012685	2.83908	0	0.0981979	1	18	0	0
3	0.0035435	2.83908	0	0.686312	1	68	882.085	14020.5
4	0.0243393	2.83908	0	0.900773	1	484	373.996	8292.25
5	0.018151	2.83908	0	0.813562	1	350	322.932	8642.83
6	0.0316077	2.83908	0	0.856522	1	602	338.837	7951.51
7	0.00963825	2.83908	0	0.955896	1	177	225.727	9159.87
8	0.00795625	2.83908	0	0.375437	1	168	573.783	9886.53
9	0.0172933	2.83908	0	0.891251	1	321	352.342	8175.8
10	0.0168625	2.83908	0	0.961047	1	354	363.172	9247.76
11	0.0162165	2.83908	0	0.964411	1	297	330.606	9513.69
12	0.0208245	2.83908	0	0.0326925	1	470	382.568	8603.99
13	0.0310493	2.83908	0	0.637804	1	708	339.105	7795.86
14	0.00688025	2.83908	0	0.659208	1	155	419.089	10253.7
15	0.0453255	2.83908	0	0.919972	1	949	371.329	7754.92
16	0.0153425	2.83908	0	0.432906	1	324	498.789	10220.5
17	0.0172498	2.83908	0	0.792461	1	328	349.175	8395.32
18	0.00958075	2.83908	0	0.741338	1	195	453.549	9423.06
19	0.037394	2.83908	0	0.524979	1	743	317.555	8209.34
20	0.00936	2.83908	0	0.0293315	1	211	566.639	10829.8
21	0.00316	2.83908	0	0.104538	1	82	301.236	13649.9
22	0.0049975	2.83908	0	0.751149	1	116	301.251	11115.3
23	0.0118138	2.83908	0	0.921484	1	240	332.761	9521.51
24	0.0397625	2.83908	0	0.742585	1	838	344.081	8254.35
25	0.0170263	2.83908	0	0.444349	1	362	360.877	8208.36
26	0.0158185	2.83908	0	0.0500911	1	310	367.687	8227.29
27	0.00216225	2.83908	0	0.260987	1	55	1697.32	18206.2
28	0.00766575	2.83908	0	0.956078	1	150	493.956	10423.8
29	0.0153095	2.83908	0	0.989647	1	323	435.858	9683.86
30	0.00014325	2.83908	0	0.832187	1	6	0	0
31	0.010661	2.83908	0	0.722261	1	208	139.662	8394.56
32	0.0269732	2.83908	0	0.886527	1	538	358.794	8199.9
33	0.00836775	2.83908	0	0.189194	1	193	353.23	10784.5
34	0.0071995	2.83908	0	0.339795	1	152	613.833	11949.1
35	0.006248	2.83908	0	0.377798	1	127	438.818	10035.6
36	0.00054475	2.83908	0	0.290931	1	6	0	0
37	0.00225275	2.83908	0	0.0292356	1	48	0	0
38	0.0201105	2.83908	0	0.439428	1	381	396.629	8472
39	0.00039075	2.83908	0	0.376325	1	6	0	0
40	0.0008305	2.83908	0	0.295313	1	33	0	0
41	0.00729325	2.83908	0	0.834573	1	126	382.19	8740.21
42	0.000189	2.83908	0	0.0825139	1	5	0	0
43	0.0028025	2.83908	0	0.693776	1	65	480.769	15938.4
44	0.00686875	2.83908	0	0.450765	1	148	415.01	9460.6
45	0.0241642	2.83908	0	0.366774	1	528	307.397	7923.55
46	0.00353175	2.83908	0	0.5038	1	73	1345.58	10994.9
47	0.0051105	2.83908	0	0.0428162	1	90	374.791	11362
48	0.00430175	2.83908	0	0.996221	1	123	1010.79	11936.8
49	0.0015875	2.83908	0	0.403749	1	28	0	0
50	0.00749475	2.83908	0	0.235501	1	195	558.33	10006.6
51	0.0195542	2.83908	0	0.773666	1	365	348.384	8129
52	0.00311925	2.83908	0	0.744945	1	58	303.123	9566.65
53	0.0142347	2.83908	0	0.263065	1	360	365.446	9151.24
54	0.00474575	2.83908	0	0.721181	1	110	585.646	11534.9
55	0.0067575	2.83908	0	0.818358	1	136	827.373	14875.6
56	0.009937	2.83908	0	0.595684	1	232	393.809	8680.81
57	0.00121475	2.83908	0	0.146316	1	27	0	0
58	0.016681	2.83908	0	0.597346	1	362	231.547	8629.15
59	0.0132893	2.83908	0	0.0693272	1	324	442.067	9034.59
60	0.01434	2.83908	0	0.595844	1	264	332.143	8873.27
61	0.0151875	2.83908	0	0.039557	1	374	325.822	8344.94
62	0.00687975	2.83908	0	0.773807	1	123	201.453	11151.5
63	0.008947	2.83908	0	0.407725	1	197	545.895	12360.5
64	0.00127825	2.83908	0	0.789981	1	35	0	0
65	0.002681	2.83908	0	0.340173	1	57	316.756	10584.3
66	0.00045775	2.83908	0	0.983773	1	11	0	0
67	0.00603475	2.83908	0	0.0744105	1	148	324.972	9138.08
68	0.0098885	2.83908	0	0.435196	1	220	353.233	9105.2
69	0.005542	2.83908	0	0.394554	1	116	375.907	11619.3
70	0.00128225	2.83908	0	0.391362	1	31	0	0
71	0.0058935	2.83908	0	0.00763882	1	147	466.83	11182.7
72	0.00184075	2.83908	0	0.0961286	1	54	349.406	18169.1
73	0.00878025	2.83908	0	0.930721	1	183	603.015	10404.5
74	0.0003945	2.83908	0	0.29078	1	8	0	0
75	8.2e-005	2.83908	0	0.748339	1	0	0	0
76	0.00394275	2.83908	0	0.787253	1	76	706.319	16593.2
77	0.00403175	2.83908	0	0.873336	1	77	515.808	11730.2
78	0.00022	2.83908	0	0.112271	1	4	0	0
79	0.00091325	2.83908	0	0.384791	1	18	0	0
80	0.012286	2.83908	0	0.666028	1	293	550.592	10254.8
81	0.0034165	2.83908	0	0.012717	1	91	610.501	16434.2
82	0.006966	2.83908	0	0.613603	1	140	360.719	9863.96
83	0.00105275	2.83908	0	0.563985	1	30	0	0
84	0.00238	2.83908	0	0.643403	1	75	1092.54	14829
85	0.011056	2.83908	0	0.00881782	1	214	419.629	9999.37
86	0.00192	2.83908	0	0.434792	1	50	816.626	19960.7
87	0.0040025	2.83908	0	0.238994	1	89	767.352	12611.3
88	0.000841	2.83908	0	0.983259	1	12	0	0
