SpecID	MetaRelAbund	muDisp	sigmaDisp	trait	CNDD	LocalAbund	Kcon10	Kcon50
0	0.00169496	3.68888	0	0.101798	1	0	0	0
1	0.00414196	3.68888	0	0.222917	1	0	0	0
2	0.000727564	3.68888	0	0.16909	1	0	0	0
3	0.000776967	3.68888	0	0.685844	1	0	0	0
4	0.00257395	3.68888	0	0.224254	1	0	0	0
5	0.00102105	3.68888	0	0.185745	1	0	0	0
6	0.000599604	3.68888	0	0.117371	1	0	0	0
7	0.00129512	3.68888	0	0.538991	1	0	0	0
8	0.000506491	3.68888	0	0.108295	1	0	0	0
9	0.00126018	3.68888	0	0.992877	1	0	0	0
10	0.00192386	3.68888	0	0.604924	1	0	0	0
11	0.00214602	3.68888	0	0.955567	1	0	0	0
12	0.000784892	3.68888	0	0.63956	1	0	0	0
13	0.00123427	3.68888	0	0.994991	1	0	0	0
14	0.00047458	3.68888	0	0.640245	1	0	0	0
15	0.002276	3.68888	0	0.384261	1	0	0	0
16	0.000989342	3.68888	0	0.730529	1	0	0	0
17	0.00868063	3.68888	0	0.214325	1	0	0	0
18	0.000702883	3.68888	0	0.595925	1	0	0	0
19	0.00130202	3.68888	0	0.402024	1	0	0	0
20	0.00350493	3.68888	0	0.866151	1	0	0	0
21	0.00418887	3.68888	0	0.944559	1	0	0	0
22	0.00058741	3.68888	0	0.648031	1	0	0	0
23	0.00137772	3.68888	0	0.09956	1	0	0	0
24	0.00283555	3.68888	0	0.762227	1	0	0	0
25	0.000890656	3.68888	0	0.718573	1	0	0	0
26	0.0035039	3.68888	0	0.0905756	1	0	0	0
27	0.00315827	3.68888	0	0.432965	1	0	0	0
28	0.00147932	3.68888	0	0.173488	1	0	0	0
29	0.000702246	3.68888	0	0.351462	1	0	0	0
30	0.00168297	3.68888	0	0.224271	1	0	0	0
31	0.00280638	3.68888	0	0.923676	1	0	0	0
32	0.00210609	3.68888	0	0.372025	1	0	0	0
33	0.00035455	3.68888	0	0.582337	1	0	0	0
34	0.00216901	3.68888	0	0.256303	1	0	0	0
35	0.00387174	3.68888	0	0.0725586	1	0	0	0
36	0.00102224	3.68888	0	0.136999	1	0	0	0
37	0.000636771	3.68888	0	0.107195	1	0	0	0
38	0.00216674	3.68888	0	0.281431	1	0	0	0
39	0.000251573	3.68888	0	0.106114	1	0	0	0
40	0.000660475	3.68888	0	0.584984	1	0	0	0
41	0.000616333	3.68888	0	0.47705	1	0	0	0
42	0.0013285	3.68888	0	0.530278	1	0	0	0
43	0.00138493	3.68888	0	0.459284	1	0	0	0
44	0.00213945	3.68888	0	0.740929	1	0	0	0
45	0.000400203	3.68888	0	0.793103	1	0	0	0
46	0.000173752	3.68888	0	0.841241	1	0	0	0
47	0.00119008	3.68888	0	0.754584	1	0	0	0
48	0.00446141	3.68888	0	0.521804	1	0	0	0
49	0.00146933	3.68888	0	0.816688	1	0	0	0
50	0.00075007	3.68888	0	0.107157	1	0	0	0
51	0.00228246	3.68888	0	0.892628	1	0	0	0
52	0.00165877	3.68888	0	0.598912	1	0	0	0
53	0.00380046	3.68888	0	0.721375	1	0	0	0
54	0.00107198	3.68888	0	0.872749	1	0	0	0
55	0.00342397	3.68888	0	0.650578	1	0	0	0
56	0.000430217	3.68888	0	0.840421	1	0	0	0
57	0.00051812	3.68888	0	0.516712	1	0	0	0
58	0.004606	3.68888	0	0.295295	1	0	0	0
59	0.00150166	3.68888	0	0.897478	1	0	0	0
60	0.000533137	3.68888	0	0.533783	1	0	0	0
61	0.00297911	3.68888	0	0.550546	1	0	0	0
62	0.00630509	3.68888	0	0.452846	1	0	0	0
